161,age,gender,genderpref,height,ethnicity,birthplace,Politics,religion,year,activities,college,major,brbs,snack,prelim,meme,friday,date,work,sleep,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,numdated,longestrelationship,toolongtext,commitment
item6,20,male,female,73,white,"Suffolk, Virginia ",2,1,sophomore,"['greeklife', 'socialclub']",cals,Landscape Architecture ,item3,item3,item5,item5,item2,item3,16:20,4to6,Agree,Sort of Agree,Sort of Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Agree,Disagree,Sort of Agree,Disagree,Strongly Agree,7,11,3 days,willsee
item2,18,female,male,67,asian,Changsha,2,1,freshman,"['socialclub', 'culturalclub']",engineering,Computer Science,item1,item3,item5,item3,item1,item8,17:00,7to9,Agree,Agree,Disagree,Agree,Disagree,Agree,Sort of Agree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Agree,2,9,10,meetfam
item6,21,male,female,67,asian,"Manhasset, NY",3,1,junior,"['greeklife', 'profclub']",engineering,Operations Research,item13,item4,item3,item6,item2,item1,19:00,7to9,Agree,Agree,Agree,Sort of Agree,Agree,Sort of Agree,Sort of Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,1,4,24,willsee
item2,18,male,female,71,white,Los Angeles,3,3,freshman,['socialclub'],arts,Linguistics,item6,item1,item3,item3,item1,item8,21:00,7to9,Strongly Agree,Sort of Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,Agree,Disagree,Sort of Agree,Disagree,Disagree,Disagree,Agree,1,3,5000,willsee
item2,21,female,male,64,white,Rochester,3,5,senior,['otherclub'],cals,Food Science and Agriculture,item5,item1,item7,item5,item4,item8,18:30,7to9,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Sort of Agree,Disagree,Sort of Agree,Sort of Agree,Sort of Agree,Disagree,Sort of Agree,Strongly Agree,0,0,48,willsee
item6,19,male,female,68,asian,New York City,1,1,sophomore,"['projectteam', 'ta', 'otherclub', 'socialclub']",engineering,Computer Science,item1,item3,item7,item6,item1,item1,20:00,7to9,Sort of Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Sort of Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,1,10,8,willsee
item6,20,male,female,71,white,"Whittier, CA",3,1,sophomore,"['greeklife', 'projectteam']",engineering,Civil Engineering,item4,item1,item5,item1,item5,item8,4pm - 10pm,7to9,Sort of Agree,Agree,Disagree,Disagree,Agree,Disagree,Sort of Agree,Sort of Agree,Sort of Agree,Agree,Sort of Agree,Sort of Agree,Agree,Agree,3,15,18,willsee
item6,28,male,female,6',asian,,3,1,grad,,hotel,Business ,item1,item4,item7,item5,item6,item4,11:00,7to9,Agree,Sort of Agree,Disagree,Strongly Disagree,Agree,Disagree,Sort of Agree,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Agree,2,6,48,willsee
item2,20,female,male,64,white,Newport Beach,3,4,sophomore,"['greeklife', 'profclub']",humec,"human biology, health, and society",item6,item4,item7,item6,item5,item3,10:30,7to9,Sort of Agree,Sort of Agree,Disagree,Sort of Agree,Sort of Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Sort of Agree,Disagree,Disagree,0,0,16,meetfriends
item7,18,female,female,63,asian,"Honolulu, Hawaii",1,1,freshman,"['athlete', 'greeklife', 'proffrat', 'profclub', 'projectteam', 'clubsports', 'socialclub', 'culturalclub', 'otherclub', 'ra', 'ta']",aap,Fine arts,item4,item3,item6,item3,item5,item5,3:00,10,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,10,10,10,married
item2,21,male,female,76,white,"Shawnee, Kansas",1,1,junior,"['clubsports', 'projectteam', 'socialclub']",engineering,Computer Science,item13,item4,item2,item1,item1,item4,14:00,7to9,Agree,Disagree,Sort of Agree,Disagree,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Sort of Agree,Sort of Agree,Agree,3,11,36,willsee
item2,20,female,male,68,white,Canandaigua ,3,3,junior,"['greeklife', 'ta', 'otherclub']",humec,Fiber Science,item12,item5,item3,item7,item5,item3,14:00,7to9,Agree,Agree,Disagree,Strongly Disagree,Agree,Sort of Agree,Disagree,Agree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,1,6,6,willsee
item2,18,male,female,70,other,"Exeter, NH",2,1,freshman,"['projectteam', 'clubsports']",arts,Computer Science,item13,item4,item4,item2,item1,item1,16:55,7to9,Agree,Agree,Sort of Agree,Agree,Strongly Agree,Disagree,Agree,Disagree,Sort of Agree,Disagree,Strongly Disagree,Agree,Sort of Agree,Strongly Agree,1,4,2,willsee
item6,19,male,female,68,other,"Middletown, Connecticut",2,2,sophomore,"['greeklife', 'culturalclub', 'socialclub', 'profclub', 'proffrat']",arts,Biological Sciences,item3,item5,item5,item6,item3,item4,22:38,4to6,Disagree,Agree,Sort of Agree,Disagree,Agree,Disagree,Agree,Sort of Agree,Agree,Sort of Agree,Sort of Agree,Disagree,Agree,Sort of Agree,2,8,8,meetfriends
item5,20,female,male,68,asian,,3,1,freshman,['culturalclub'],engineering,Computer Science,item5,item3,item4,item3,item2,item8,1:00,4to6,Strongly Agree,Sort of Agree,Disagree,Sort of Agree,Sort of Agree,Strongly Agree,Disagree,Sort of Agree,Strongly Disagree,Agree,Strongly Agree,Sort of Agree,Disagree,Sort of Agree,2,18,5,willsee
item6,19,female,male,67,black,New York ,1,1,sophomore,,aap,Fine arts,item3,item3,item7,item7,item5,item1,13:00,7to9,Sort of Agree,Agree,Sort of Agree,Sort of Agree,Agree,Disagree,Sort of Agree,Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Disagree,Disagree,0,0,5,meetfriends
item6,20,male,female,69,white,Buffalo,2,1,sophomore,"['athlete', 'greeklife']",arts,Biological Sciences,item9,item4,item1,item2,item2,item5,20:00,7to9,Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Disagree,Sort of Agree,Disagree,Sort of Agree,Disagree,Disagree,Agree,Strongly Agree,1,25,6,willsee
item6,20,female,male,62,white,"Memphis, TN",1,1,junior,"['socialclub', 'culturalclub', 'otherclub']",ilr,Industrial and Labor Relations,item7,item3,item2,item1,item1,item3,19:00,4to6,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Sort of Agree,Agree,Disagree,Sort of Agree,3,31,Depends on the circumstances,willsee
item1,21,female,male,65,white,New York,2,1,junior,"['socialclub', 'profclub', 'clubsports', 'ta', 'culturalclub', 'otherclub']",humec,Human Biology Health and Society,item6,item3,item6,item6,item5,item2,10:00,7to9,Sort of Agree,Sort of Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Sort of Agree,Disagree,Agree,Sort of Agree,Disagree,Agree,Sort of Agree,One,13 months,5,willsee
item1,18,female,male,64,white,"Wyckoff, NJ",3,4,freshman,"['greeklife', 'culturalclub']",arts,Psychology,item3,item1,item2,item6,item5,item4,21:00,7to9,Agree,Sort of Agree,Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Sort of Agree,Strongly Agree,Disagree,Agree,Sort of Agree,Agree,0,0,36,meetfam
item1,20,male,male,71,white,"White Plains, NY (Westchester)",3,1,sophomore,"['greeklife', 'ta', 'otherclub']",cals,Communication,item5,item1,item7,item5,item5,item1,Noon,7to9,Sort of Agree,Sort of Agree,Sort of Agree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Agree,Disagree,Sort of Agree,Sort of Agree,Disagree,Sort of Agree,Disagree,3,2,idk,willsee
item1,19,female,male,67,white,"Stamford, CT but also why is this relevant ",3,1,sophomore,"['greeklife', 'proffrat', 'otherclub', 'socialclub']",cals,"Environmental and Sustainability Science, Atmospheric Science",item3,item6,item7,item7,item3,item3,18:45,4to6,Agree,Sort of Agree,Agree,Sort of Agree,Strongly Agree,Disagree,Sort of Agree,Sort of Agree,Sort of Agree,Agree,Sort of Agree,Disagree,Sort of Agree,Strongly Agree,2,2,"day, day and a half, as long as I know they're not dead idrc",onenightstand
item1,19,female,female,67,white,Traverse City,2,3,freshman,"['clubsports', 'profclub', 'greeklife']",cals,Agricultural Sciences,item3,item4,item7,item5,item1,item3,17:00,4to6,Strongly Agree,Agree,Strongly Disagree,Disagree,Sort of Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Sort of Agree,Agree,4,5,6,willsee
item2,19,male,female,66,asian,Bangkok,3,1,freshman,['clubsports'],hotel,Hotel administration,item13,item1,item2,item1,item5,item7,23:30,7to9,Agree,Sort of Agree,Disagree,Sort of Agree,Strongly Agree,Sort of Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,2,26,10,willsee
item1,69,male,female,75,white,,1,1,sophomore,"['otherclub', 'socialclub']",arts,Physics,item10,item6,item7,item6,item3,item2,Mid-afternoon,7to9,Agree,Strongly Agree,Agree,Sort of Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Sort of Agree,Sort of Agree,Agree,Strongly Agree,3,26,12,willsee
item6,18,male,female,74,other,"Hartford, CT",4,3,freshman,"['greeklife', 'clubsports']",engineering,Computer Science,item13,item1,item7,item6,item5,item3,23:00,7to9,Sort of Agree,Sort of Agree,Sort of Agree,Agree,Agree,Agree,Sort of Agree,Agree,Sort of Agree,Sort of Agree,Strongly Agree,Sort of Agree,Sort of Agree,Disagree,1,24,12,willsee
item1,20,female,either,61,white,Fredericksburg VA,2,2,junior,['otherclub'],cals,Environmental and Sustainability Sciences ,item6,item4,item5,item5,item5,item8,20:30,7to9,Agree,Sort of Agree,Sort of Agree,Sort of Agree,Strongly Disagree,Strongly Agree,Disagree,Sort of Agree,Disagree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,2,12,24,meetfriends
item6,20,female,male,66,asian,"Edina, MN",2,1,junior,"['greeklife', 'projectteam']",engineering,Computer Science,item6,item3,item7,item7,item5,item4,15:00,7to9,Agree,Disagree,Sort of Agree,Sort of Agree,Strongly Agree,Disagree,Sort of Agree,Disagree,Sort of Agree,Disagree,Sort of Agree,Disagree,Disagree,Strongly Agree,2,16,24,meetfriends
item1,32,male,female,67,asian,Penn,3,3,alum,"['ta', 'ra']",engineering,Chemical,item13,item4,item2,item1,item2,item2,18:00,7to9,Sort of Agree,Disagree,Agree,Sort of Agree,Disagree,Sort of Agree,Agree,Sort of Agree,Sort of Agree,Disagree,Sort of Agree,Agree,Sort of Agree,Sort of Agree,1,48,24,willsee
item6,20,female,male,63,white,Potomac< Maryland,3,2,sophomore,"['greeklife', 'projectteam', 'socialclub', 'otherclub']",engineering,Environmental Engineering,item13,item3,item5,item5,item5,item1,Night,4to6,Sort of Agree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Sort of Agree,Sort of Agree,Strongly Disagree,Sort of Agree,Agree,Agree,Agree,Disagree,2,6,48,meetfriends
item1,21,female,male,71,other,Vancouver,3,4,senior,['athlete'],cals,Communication,item6,item6,item7,item6,item2,item4,18:00,7to9,Strongly Agree,Sort of Agree,Sort of Agree,Sort of Agree,Agree,Agree,Sort of Agree,Disagree,Disagree,Agree,Sort of Agree,Agree,Disagree,Sort of Agree,2,5,8,willsee
item1,19,male,female,70,other,"Karachi, Pakistan",1,1,freshman,,arts,"Math, Physics and English",item5,item1,item2,item7,item5,item1,16:41,7to9,Strongly Agree,Agree,Strongly Agree,Sort of Agree,Strongly Agree,Sort of Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Sort of Agree,Strongly Agree,1,20,6,meetfriends
item2,18,female,male,65,asian,"Park Ridge, IL",4,5,freshman,"['projectteam', 'socialclub', 'otherclub']",engineering,Civil Engineering,item4,item1,item3,item2,item1,item3,15:00,7to9,Strongly Disagree,Agree,Sort of Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Sort of Agree,Disagree,Agree,Strongly Disagree,Agree,None,0,72,willsee
item3,18,female,male,63,other,Boston (raised in Saudi Arabia) ,3,2,freshman,,arts,Biology and Society ,item3,item1,item7,item6,item1,item7,15:00,7to9,Strongly Agree,Sort of Agree,Sort of Agree,Sort of Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,0,0,24,willsee
item6,19,female,male,66,white,New York,1,1,freshman,"['greeklife', 'projectteam', 'socialclub', 'ta']",engineering,Computer Science,item4,item4,item2,item3,item5,item3,21:00,7to9,Disagree,Sort of Agree,Disagree,Agree,Sort of Agree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Sort of Agree,Strongly Agree,3,4,24,willsee
item4,18,female,male,66,other,"Manchester, U.K.",2,3,freshman,['otherclub'],arts,Psychology,item9,item1,item7,item2,item3,item1,18:00,7to9,Strongly Agree,Agree,Sort of Agree,Strongly Disagree,Strongly Agree,Sort of Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,0,0,48,willsee
item2,21,female,male,67,latino,Los Angeles,2,4,senior,"['socialclub', 'clubsports', 'culturalclub']",ilr,Industrial and Labor Relations,item3,item2,item3,item7,item1,item3,14:30,7to9,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Sort of Agree,Strongly Agree,1,1,12,willsee
item2,19,female,male,67,asian,Hefei,2,1,sophomore,"['projectteam', 'ta']",engineering,Electrical and Computer Engineering,item4,item4,item7,item1,item4,item8,17:30,7to9,Sort of Agree,Agree,Disagree,Sort of Agree,Disagree,Agree,Sort of Agree,Disagree,Sort of Agree,Sort of Agree,Disagree,Agree,Sort of Agree,Strongly Agree,0,0,6,willsee
item5,20,female,female,64,white,White Plains,2,1,junior,['culturalclub'],cals,Communication,item8,item1,item7,item3,item1,item8,20:00,7to9,Sort of Agree,Sort of Agree,Agree,Disagree,Agree,Sort of Agree,Disagree,Strongly Agree,Sort of Agree,Strongly Agree,Agree,Disagree,Sort of Agree,Sort of Agree,0,0,20,willsee
item6,20,male,female,65,asian,Manhattan,2,1,junior,"['greeklife', 'proffrat', 'socialclub', 'otherclub']",humec,"Human Biology, Health, and Society",item8,item4,item7,item5,item5,item8,9:00,4to6,Sort of Agree,Strongly Agree,Disagree,Sort of Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Sort of Agree,Agree,Agree,Sort of Agree,Strongly Agree,Agree,2,0,5,meetfriends
item1,18,male,either,70,asian,"Bengaluru, India",4,2,freshman,"['socialclub', 'otherclub']",arts,"Information Science, Governmwnt",item13,item1,item2,item3,item2,item4,0:00,7to9,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Disagree,Sort of Agree,Sort of Agree,Disagree,Sort of Agree,Sort of Agree,Disagree,Disagree,Sort of Agree,1,4,12,willsee
item6,18,female,male,63,latino,Corpus Christi,3,4,freshman,"['greeklife', 'culturalclub']",arts,Government & History,item3,item1,item6,item6,item2,item8,20:30,7to9,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Sort of Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,2,2,2,meetfriends
item6,20,female,male,70,white,Washington D.C.,1,1,junior,['athlete'],cals,Biological Sciences,item3,item1,item5,item6,item5,item3,16:00,7to9,Agree,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Sort of Agree,Sort of Agree,Sort of Agree,Agree,Sort of Agree,Agree,Sort of Agree,Agree,2,9,36,willsee
item1,21,female,male,62,asian,Syracuse,2,4,senior,"['culturalclub', 'socialclub']",arts,"Biological Sciences, Psychology",item13,item3,item7,item5,item1,item3,21:00,7to9,Agree,Agree,Disagree,Sort of Agree,Agree,Sort of Agree,Strongly Agree,Agree,Disagree,Agree,Sort of Agree,Agree,Disagree,Sort of Agree,2,11,18,willsee
item2,21,female,male,61,asian,New York City,2,1,senior,,engineering,Environmental Engineering,item9,item1,item7,item1,item1,item8,11:00,7to9,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Sort of Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,0,0,24,willsee
item2,21,male,female,62,black,Chicago,3,2,senior,"['socialclub', 'ta']",cals,Animal Science,item9,item4,item3,item5,item4,item4,18:00,7to9,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,1,0.5,24,meetfam
item4,20,female,male,63,white,Albania,3,3,junior,"['greeklife', 'socialclub', 'otherclub']",cals,Biology and Society ,item13,item1,item7,item7,item1,item4,11:00 PM,7to9,Sort of Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Sort of Agree,Strongly Agree,Sort of Agree,Disagree,Strongly Agree,Strongly Agree,1,6 months ,4,meetfriends
item1,20,male,female,69,asian,Hainan,2,1,sophomore,"['greeklife', 'athlete']",cals,"Information Science, Communication",item9,item3,item7,item2,item2,item7,0:30,7to9,Agree,Agree,Disagree,Disagree,Sort of Agree,Agree,Disagree,Agree,Sort of Agree,Agree,Sort of Agree,Sort of Agree,Agree,Sort of Agree,2,1,15 hours,willsee
item1,21,female,male,62,white,NYC,2,3,senior,"['greeklife', 'proffrat', 'culturalclub', 'otherclub', 'ta']",arts,"Information Science, French",item6,item5,item4,item7,item3,item8,19:15,7to9,Disagree,Disagree,Disagree,Sort of Agree,Agree,Strongly Disagree,Strongly Agree,Sort of Agree,Disagree,Sort of Agree,Disagree,Agree,Disagree,Strongly Agree,3,28,6,willsee
item1,19,female,male,63,black,Providence,2,1,freshman,"['profclub', 'clubsports', 'socialclub']",humec,Policy Analysis and Management,item13,item6,item6,item2,item3,item6,22:20,4to6,Sort of Agree,Sort of Agree,Strongly Agree,Agree,Agree,Disagree,Sort of Agree,Sort of Agree,Sort of Agree,Strongly Agree,Strongly Agree,Disagree,Sort of Agree,Strongly Disagree,4,13,2,married
item2,19,male,either,71,white,"Bronxville, NY",2,4,sophomore,,arts,Computer Science,item5,item3,item3,item2,item1,item8,15:00,4to6,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Sort of Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,1,30,48,willsee
item2,22,male,female,69,other,Vadodara,2,2,grad,,engineering,Chemical Engineering ,item2,item2,item7,item1,item1,item1,11:00,7to9,Disagree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Agree,Disagree,Disagree,Sort of Agree,Disagree,Sort of Agree,Disagree,Sort of Agree,Agree,0,,,willsee
item3,19,female,male,62,asian,Irvine,2,2,sophomore,"['projectteam', 'culturalclub', 'clubsports']",arts,Information Science,item5,item4,item1,item2,item1,item4,right after I work out ,4to6,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,Sort of Agree,Sort of Agree,Agree,Disagree,Sort of Agree,Disagree,Agree,2,13,5,meetfam
item1,22,female,male,70,latino,,1,1,senior,,aap,Architecture,item3,item1,item3,item2,item6,item1,20:36,4to6,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Sort of Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,3,18,bad question lmao,onenightstand
item5,21,female,female,64,white,New York,1,3,junior,"['greeklife', 'proffrat', 'otherclub']",arts,Government,item3,item5,item5,item3,item3,item2,18:00,4to6,Disagree,Sort of Agree,Disagree,Strongly Disagree,Agree,Disagree,Sort of Agree,Agree,Agree,Sort of Agree,Agree,Agree,Agree,Agree,1,2,36,willsee
item1,18,female,male,69,white,Stony Brook,3,3,freshman,['athlete'],cals,Communications,item6,item5,item6,item6,item5,item4,20:00,7to9,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Sort of Agree,Agree,Sort of Agree,Disagree,Disagree,1,9,,willsee
item5,18,male,female,72,asian,Shanghai,2,1,freshman,"['profclub', 'socialclub']",hotel,Hotel Administration,item13,item4,item2,item2,item4,item7,22:30,7to9,Sort of Agree,Sort of Agree,Strongly Agree,Strongly Disagree,Agree,Sort of Agree,Sort of Agree,Agree,Sort of Agree,Agree,Disagree,Strongly Disagree,Disagree,Agree,0,0,0,meetfriends
item6,20,female,either,62,white,"Manchester, CT",1,2,sophomore,"['socialclub', 'culturalclub']",arts,"Feminist, Gender, and Sexuality Studies",item2,item1,item2,item5,item2,item1,5pm-10pm,7to9,Agree,Agree,Disagree,Disagree,Disagree,Agree,Sort of Agree,Disagree,Strongly Disagree,Disagree,Sort of Agree,Agree,Agree,Strongly Agree,4,6,36,willsee
