_id,data.gender,data.genderpref,data.age,data.agepref,data.height,data.ethnicity,data.politics,data.year,data.activities,data.college,data.major,data.friday,data.date,data.work,data.sleephabits,data.plans,data.meal,data.perfectday,data.desscribeyou,data.describepartner,data.todolist,data.startover,data.timeormoney,data.quality,data.p1,data.p2,data.p3,data.p4,data.p5,data.p6,data.p7,data.p8,data.p9,data.p10,data.p11,data.p12,data.p13,data.p14,data.p15,data.p16,data.p17,data.p18,data.introvert,data.numdated,data.longestrelationship,data.commitment,personality
ObjectId(5e3cd4a0ced5c268da13f58b),male,"[""male""]",21,"{""youngest"":""18"",""oldest"":""30""}",70,white,2,junior,"[""profclub"",""ta""]",cals,Animal Science,bars,commons,morning,"{""sleeptime"":""10"",""waketime"":""7""}",flow,actor,friends,"Easygoing, thoughtful, witty","Outgoing, witty, easygoing",yes,no,money,thoughtfulness,Sort of Agree,Agree,Disagree,Sort of Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Sort of Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Sort of Agree,Sort of Agree,5,1,28,meetfriends,INFP
ObjectId(5e3cd4a8ced5c268da13f58c),female,"[""female"",""male""]",20,"{""youngest"":""19"",""oldest"":""30""}",64,other,2,junior,"[""profclub"",""otherclub"",""ta""]",cals,Animal Science,pjsnetflix,bubbletea,afternoon,"{""sleeptime"":""11 pm"",""waketime"":""7 am""}",flow,actor,friends,"Curious, caring, goofy","warm, funny, clever",no,yes,time,humor,Sort of Agree,Sort of Agree,Strongly Agree,Agree,Agree,Sort of Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Sort of Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,8,3,9,willsee,ENTP
ObjectId(5e3cd4acced5c268da13f58d),female,"[""male"",""female""]",20,"{""oldest"":""23"",""youngest"":""18""}",67,white,1,sophomore,"[""athlete""]",arts,Government,pjsnetflix,fratparty,nocturnal,"{""sleeptime"":""3"",""waketime"":""9""}",flow,athlete,outdoor,"creative, funny, adventurous ","creative, funny, adventurous ",no,no,time,thoughtfulness,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Sort of Agree,Agree,Disagree,Sort of Agree,Strongly Agree,Agree,5,1,3,willsee,ISTP
ObjectId(5e3cd4b5ced5c268da13f58e),female,"[""male""]",20,"{""youngest"":""20"",""oldest"":""22""}",68,southasian,1,junior,"[""projectteam"",""socialclub"",""culturalclub"",""ta""]",engineering,ISST,pjsnetflix,bubbletea,nocturnal,"{""sleeptime"":""1"",""waketime"":""12""}",flow,actor,sleep,"Sensible, Kind, Talkative","Funny, Kind, Generous",no,yes,time,thoughtfulness,Disagree,Strongly Agree,Sort of Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Sort of Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,5,0,0,fun,INTP
ObjectId(5e3cd4c4ced5c268da13f58f),female,"[""male""]",22,"{""youngest"":""21"",""oldest"":""25""}",66,white,3,senior,"[""greeklife"",""projectteam"",""profclub""]",humec,Fashion Design,pjsnetflix,ctb,morning,"{""waketime"":""8"",""sleeptime"":""1""}",shift,entrepreneur,city,"outgoing, creative, dependable","mature, outgoing, generous",yes,no,time,thoughtfulness,Strongly Agree,Agree,Disagree,Sort of Agree,Agree,Agree,Sort of Agree,Sort of Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Agree,Disagree,Strongly Agree,Agree,7,0,,willsee,ESFP
ObjectId(5e3cd4dbced5c268da13f590),female,"[""male""]",22,"{""youngest"":""20"",""oldest"":""25""}",64,eastasian,2,senior,"[""culturalclub""]",arts,Philosophy,netflixchill,ctowndinner,nocturnal,"{""sleeptime"":""2am? "",""waketime"":""9am""}",flow,artist,friends,"charming, energetic, optimistic","considerate, caring, responsible",yes,yes,time,thoughtfulness,Agree,Sort of Agree,Sort of Agree,Agree,Agree,Agree,Disagree,Sort of Agree,Sort of Agree,Sort of Agree,Agree,Agree,Agree,Disagree,Disagree,Sort of Agree,Sort of Agree,Sort of Agree,7,0,0,meetfriends,ENTP
ObjectId(5e3cd4deced5c268da13f591),female,"[""male""]",22,"{""youngest"":""20"",""oldest"":""24""}",67,white,2,senior,"[""athlete""]",cals,Communication ,mixer,commons,afternoon,"{""sleeptime"":""11"",""waketime"":""9""}",flow,athlete,friends,"Charismatic, competitive, trusting ","Caring, athletic, smart ",no,no,time,reliability,Strongly Agree,Agree,Agree,Sort of Agree,Sort of Agree,Disagree,Disagree,Disagree,Sort of Agree,Disagree,Sort of Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Sort of Agree,10,1,18,willsee,ESTP
ObjectId(5e3cd4e3ced5c268da13f592),female,"[""male""]",22,"{""youngest"":""19"",""oldest"":""24""}",69,white,2,senior,"[""athlete""]",ilr,ILR,bars,commons,afternoon,"{""sleeptime"":""10"",""waketime"":""8""}",flow,athlete,friends,"Loyal, outgoing, athletic","Loyal, funny, athletic",no,no,money,reliability,Strongly Agree,Agree,Sort of Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Sort of Agree,Sort of Agree,Sort of Agree,Disagree,Agree,Sort of Agree,Sort of Agree,8,2,5,willsee,ESTP
ObjectId(5e3cd4e9ced5c268da13f593),female,"[""female""]",19,"{""youngest"":""17"",""oldest"":""24""}",62,black,2,sophomore,"[""socialclub""]",arts,Psychology ,pjsnetflix,commons,nocturnal,"{""sleeptime"":""1am"",""waketime"":""830am""}",new,artist,friends,"goofy, emotional, witty ","funny, confident, smart ",no,yes,money,thoughtfulness,Strongly Agree,Agree,Sort of Agree,Strongly Agree,Sort of Agree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Sort of Agree,Sort of Agree,Agree,Disagree,Disagree,Sort of Agree,Agree,Agree,7,0,0,willsee,ESTP
ObjectId(5e3cd4fbced5c268da13f595),female,"[""male""]",19,"{""youngest"":""18"",""oldest"":""28""}",68.5,latino,1,sophomore,"[""culturalclub"",""otherclub"",""profclub""]",arts,Bio and Society,netflixchill,coffee,evening,"{""sleeptime"":""1am"",""waketime"":""9:30am""}",shift,artist,city,"kind, caring, motivated","driven, funny, loyal",yes,no,time,thoughtfulness,Sort of Agree,Agree,Sort of Agree,Sort of Agree,Sort of Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Sort of Agree,Strongly Agree,Sort of Agree,Disagree,Disagree,Sort of Agree,Disagree,Agree,6,1,5,willsee,ENTJ
ObjectId(5e3cd4fdced5c268da13f596),female,"[""male""]",21,"{""youngest"":""20"",""oldest"":""26""}",66,white,2,senior,"[""socialclub"",""greeklife"",""profclub"",""athlete"",""proffrat""]",arts,Information Science,bars,commons,morning,"{""sleeptime"":""12:00am"",""waketime"":""9:00am""}",flow,artist,friends,"funny, curious, confident","funny, confident, smart",yes,yes,time,independence,Disagree,Strongly Agree,Agree,Disagree,Agree,Sort of Agree,Agree,Sort of Agree,Sort of Agree,Sort of Agree,Strongly Agree,Disagree,Sort of Agree,Strongly Agree,Sort of Agree,Sort of Agree,Agree,Agree,8,4,4,willsee,ENTP
ObjectId(5e3cd505ced5c268da13f597),male,"[""female""]",20,"{""youngest"":""18"",""oldest"":""22""}",70,other,2,sophomore,"[""proffrat"",""otherclub""]",arts,Biological Sciences,netflixchill,ctowndinner,evening,"{""sleeptime"":""7 hours"",""waketime"":""9 am""}",flow,artist,city,"Funny, attentive, smart","Attentive, kind, smart",no,yes,money,reliability,Agree,Sort of Agree,Sort of Agree,Agree,Agree,Strongly Disagree,Sort of Agree,Agree,Disagree,Sort of Agree,Agree,Sort of Agree,Agree,Sort of Agree,Sort of Agree,Agree,Agree,Agree,4,1,3,willsee,INTJ
ObjectId(5e3cd509ced5c268da13f598),female,"[""male""]",20,"{""youngest"":""20"",""oldest"":""24""}",65,white,4,sophomore,"[""greeklife"",""projectteam""]",engineering,Chemical Engineering ,mixer,ctb,afternoon,"{""sleeptime"":""11"",""waketime"":""8""}",flow,artist,outdoor,"Goofy, kind, spontaneous ","Adventurous, exciting, Open minded ",yes,no,time,reliability,Disagree,Strongly Agree,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Sort of Agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Disagree,8,0,0,meetfriends,ENFP
ObjectId(5e3cd51eced5c268da13f599),female,"[""male""]",20,"{""youngest"":""19"",""oldest"":""28""}",66,white,5,sophomore,"[""athlete"",""profclub""]",arts,Sociology ,netflixchill,commons,morning,"{""sleeptime"":""12"",""waketime"":""9""}",flow,artist,city,"Funny, energetic, caring ","Smart, driven, loyal ",no,no,time,reliability,Sort of Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Sort of Agree,10,0,0,plantomeet,ESTP
ObjectId(5e3cd534ced5c268da13f59a),male,"[""male""]",18,"{""youngest"":""18"",""oldest"":""25""}",72,black,2,freshman,"[""profclub""]",cals,Biological Sciences ,netflixchill,dininghall,afternoon,"{""sleeptime"":""12am"",""waketime"":""8am""}",flow,artist,city,"Funny, Optimistic, Peaceful ","Funny, Outgoing, Suave ",no,yes,time,reliability,Agree,Sort of Agree,Disagree,Disagree,Agree,Disagree,Sort of Agree,Agree,Sort of Agree,Disagree,Strongly Agree,Agree,Disagree,Agree,Sort of Agree,Sort of Agree,Disagree,Agree,5,1,8,meetfriends,ISTJ
ObjectId(5e3cd53bced5c268da13f59b),male,"[""female""]",21,"{""youngest"":""18"",""oldest"":""22""}",70,black,2,junior,"[""socialclub"",""ta""]",cals,Information Science,pjsnetflix,ctb,evening,"{""sleeptime"":""2:00am"",""waketime"":""8:30am""}",flow,actor,newppl,"focused, memes, smart","hot, funny, smart",no,yes,time,reliability,Disagree,Agree,Agree,Agree,Sort of Agree,Sort of Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Sort of Agree,Sort of Agree,Sort of Agree,6,0,0,plantomeet,ESTP
ObjectId(5e3cd563ced5c268da13f59e),male,"[""female""]",18,"{""youngest"":""17"",""oldest"":""19""}",72,southasian,3,freshman,"[""culturalclub"",""projectteam""]",engineering,Electrical and Computer Engineering,study,bubbletea,evening,"{""sleeptime"":""11"",""waketime"":""8""}",shift,entrepreneur,friends,"funny, smart, charming","funny, smart, charming",yes,no,time,thoughtfulness,Agree,Disagree,Disagree,Sort of Agree,Agree,Sort of Agree,Agree,Agree,Sort of Agree,Sort of Agree,Sort of Agree,Strongly Agree,Disagree,Sort of Agree,Disagree,Disagree,Disagree,Disagree,6,0,0,willsee,ESTJ
ObjectId(5e3cd563ced5c268da13f59f),male,"[""female""]",21,"{""youngest"":""18"",""oldest"":""22""}",70,white,4,senior,"[""ra"",""culturalclub"",""profclub""]",cals,AEM,study,ctowndinner,afternoon,"{""sleeptime"":""1:00AM"",""waketime"":""10:00AM""}",shift,political,friends,"genius, playboy, philanthropist ","cool, quiet, unique",yes,yes,money,reliability,Strongly Agree,Sort of Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Sort of Agree,Disagree,Agree,Agree,Disagree,Sort of Agree,3,4,6,plantomeet,ISFJ
ObjectId(5e3cd566ced5c268da13f5a0),female,"[""male""]",23,"{""youngest"":""21"",""oldest"":""29""}",66,eastasian,3,junior,"[""greeklife"",""profclub""]",hotel,Hotelie,pjsnetflix,bubbletea,morning,"{""sleeptime"":""11:00pm"",""waketime"":""8:00am""}",flow,actor,outdoor,"lovable, thoughtful, initiative","humorous, kind, thoughtful",yes,no,money,thoughtfulness,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Sort of Agree,Sort of Agree,Agree,Agree,Disagree,Sort of Agree,Agree,Sort of Agree,6,6,15,fun,ESFP
ObjectId(5e3cd56dced5c268da13f5a1),female,"[""male""]",21,"{""youngest"":""20"",""oldest"":""30""}",68,southasian,1,senior,"[""ta"",""socialclub"",""culturalclub"",""proffrat""]",arts,Government,pjsnetflix,coffee,evening,"{""sleeptime"":""11"",""waketime"":""8""}",shift,political,newfood,"Practical, funny, entertaining ","Smart, woke, sensitive",yes,yes,time,thoughtfulness,Disagree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Sort of Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,3,2,18,willsee,INTP
ObjectId(5e3cd57fced5c268da13f5a3),female,"[""male""]",21,,65,white,2,junior,"[""athlete""]",hotel,Hotel Admin,bars,commons,morning,"{""sleeptime"":""12am"",""waketime"":""8am""}",flow,actor,city,"Honest, independent, bold","Fun, insightful, laidback ",no,yes,money,thoughtfulness,Strongly Agree,Agree,Sort of Agree,Sort of Agree,Agree,Disagree,Disagree,Sort of Agree,Sort of Agree,Sort of Agree,Strongly Agree,Sort of Agree,Agree,Sort of Agree,Agree,Agree,Agree,Strongly Agree,5,1,10,willsee,ISTP
ObjectId(5e3cd585ced5c268da13f5a4),male,"[""female""]",21,"{""youngest"":""19"",""oldest"":""22""}",70,white,2,junior,"[""greeklife"",""projectteam"",""clubsports"",""profclub""]",humec,Global and Public Health Sciences,netflixchill,fratparty,evening,"{""sleeptime"":""12"",""waketime"":""9""}",flow,artist,friends,"Empathetic, goofy, smart","Empathetic, kind, humorous ",yes,yes,money,thoughtfulness,Agree,Agree,Sort of Agree,Sort of Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Sort of Agree,Sort of Agree,Sort of Agree,Disagree,Agree,Agree,Sort of Agree,Sort of Agree,6,2,33,fun,ESTP
ObjectId(5e3cd587ced5c268da13f5a5),male,"[""male""]",20,"{""youngest"":""18"",""oldest"":""22""}",70,latino,2,junior,"[""greeklife"",""proffrat"",""socialclub"",""profclub"",""ra""]",engineering,CS,netflixchill,commons,nocturnal,"{""sleeptime"":""12"",""waketime"":""8""}",flow,entrepreneur,city,"Ambitious, charismatic, funny","Cute, playful, fun",yes,yes,money,humor,Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Disagree,Agree,8,2,1,plantomeet,ENTP
ObjectId(5e3cd58fced5c268da13f5a6),female,"[""male""]",20,"{""youngest"":""20"",""oldest"":""22""}",61,white,2,junior,"[""greeklife"",""profclub"",""socialclub"",""culturalclub"",""otherclub""]",cals,Atmospheric Science,mixer,ctb,evening,"{""sleeptime"":""12"",""waketime"":""8""}",flow,athlete,outdoor,"caring, smart, easygoing","funny, respectable, caring",yes,yes,time,thoughtfulness,Agree,Strongly Agree,Sort of Agree,Disagree,Sort of Agree,Strongly Disagree,Agree,Agree,Sort of Agree,Disagree,Agree,Strongly Agree,Sort of Agree,Sort of Agree,Disagree,Disagree,Disagree,Disagree,6,2,6,meetfriends,ESTP
ObjectId(5e3cd598ced5c268da13f5a7),female,"[""male""]",19,"{""youngest"":""19"",""oldest"":""24""}",63,white,2,sophomore,"[""greeklife"",""otherclub""]",humec,Fiber science ,mixer,ctb,evening,"{""sleeptime"":""12"",""waketime"":""8""}",flow,artist,newfood,"Kind, outgoing, silly ","Confident, kind, goofy",yes,no,time,humor,Disagree,Agree,Disagree,Disagree,Sort of Agree,Strongly Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Sort of Agree,Agree,Disagree,7,0,,meetfriends,ENTJ
ObjectId(5e3cd5a5ced5c268da13f5a8),female,"[""male""]",21,"{""youngest"":""20"",""oldest"":""23""}",65,white,3,senior,"[""greeklife""]",arts,"Biology and Society, French",mixer,ctb,morning,"{""sleeptime"":""11"",""waketime"":""7:45""}",new,artist,city,"Considerate, creative, kind","Funny, thoughtful, kind",yes,no,money,thoughtfulness,Agree,Sort of Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Sort of Agree,Agree,Disagree,Sort of Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,4,0,15,willsee,ISFP
ObjectId(5e3cd5a6ced5c268da13f5a9),female,"[""female""]",21,"{""youngest"":""20"",""oldest"":""26""}",60,latino,2,senior,"[""greeklife"",""socialclub"",""otherclub""]",cals,Development Sociology,bars,coffee,afternoon,"{""sleeptime"":""12:30am"",""waketime"":""7am""}",shift,artist,city,"funny, friendly, chill","nice, cool, funny",no,yes,money,thoughtfulness,Sort of Agree,Disagree,Agree,Sort of Agree,Agree,Disagree,Agree,Sort of Agree,Disagree,Disagree,Sort of Agree,Agree,Disagree,Agree,Disagree,Sort of Agree,Sort of Agree,Agree,6,0,0,meetfriends,ESTJ
ObjectId(5e3cd5dcced5c268da13f5ab),male,"[""female""]",19,"{""youngest"":""19"",""oldest"":""21""}",72,white,3,sophomore,"[""socialclub"",""otherclub""]",arts,Biological sciences,pjsnetflix,commons,morning,"{""sleeptime"":""12:00"",""waketime"":""8:00""}",flow,artist,friends,"Witty, smart, funny","Funny, smart, playful",yes,no,time,thoughtfulness,Strongly Agree,Sort of Agree,Disagree,Agree,Sort of Agree,Strongly Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Sort of Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,6,3,13,willsee,ESTJ
ObjectId(5e3cd5feced5c268da13f5ac),female,"[""male""]",23,"{""oldest"":""24"",""youngest"":""21""}",65,eastasian,3,senior,"[""athlete"",""projectteam"",""clubsports""]",arts,Information Science,pjsnetflix,starbucks,afternoon,"{""sleeptime"":""12"",""waketime"":""8""}",flow,athlete,friends,chill,"chill, smart, funny",no,yes,time,thoughtfulness,Sort of Agree,Sort of Agree,Sort of Agree,Disagree,Agree,Sort of Agree,Disagree,Sort of Agree,Sort of Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Sort of Agree,Disagree,Sort of Agree,Disagree,Disagree,8,0,,plantomeet,ESFP
ObjectId(5e3cd604ced5c268da13f5ad),female,"[""male"",""female""]",18,"{""youngest"":""18"",""oldest"":""22""}",69,black,1,sophomore,"[""ta"",""ra"",""profclub""]",cals,Animal Science,netflixchill,ctowndinner,afternoon,"{""sleeptime"":""11:30"",""waketime"":""7:30""}",flow,artist,friends,"Easygoing, quirky, honest","Straightforward, independent, intelligent",yes,no,time,humor,Agree,Sort of Agree,Disagree,Agree,Agree,Disagree,Strongly Disagree,Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Agree,Disagree,Sort of Agree,Sort of Agree,Agree,Sort of Agree,5,2,10,meetfriends,INFJ
ObjectId(5e3cd612ced5c268da13f5ae),male,"[""male""]",22,"{""youngest"":""18"",""oldest"":""25""}",73,white,4,senior,"[""none""]",cals,Landscape Architecture,pjsnetflix,starbucks,afternoon,"{""sleeptime"":""12"",""waketime"":""7""}",flow,entrepreneur,city,smart funny thoughtful,thoughtful funny passionate ,no,no,time,thoughtfulness,Strongly Disagree,Sort of Agree,Disagree,Sort of Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Agree,Sort of Agree,Agree,Disagree,Agree,Agree,Sort of Agree,Agree,3,0,0,willsee,INTJ
ObjectId(5e3cd616ced5c268da13f5af),female,"[""male""]",20,,65,other,2,junior,"[""otherclub""]",arts,Biological sciences,pjsnetflix,coffee,morning,"{""sleeptime"":""11"",""waketime"":""9""}",flow,artist,friends,"Calming, daring, practical ","Supportive, trusting, loyal",no,yes,money,reliability,Strongly Agree,Sort of Agree,Disagree,Disagree,Strongly Agree,Disagree,Sort of Agree,Sort of Agree,Agree,Strongly Agree,Sort of Agree,Strongly Agree,Agree,Sort of Agree,Sort of Agree,Agree,Agree,Disagree,5,0,0,willsee,INFJ
ObjectId(5e3cd61dced5c268da13f5b0),female,"[""female""]",20,"{""youngest"":""18"",""oldest"":""23""}",66,black,2,junior,"[""socialclub"",""culturalclub"",""ta"",""profclub""]",cals,Animal Science ,netflixchill,ctowndinner,afternoon,"{""sleeptime"":""11"",""waketime"":""7 ""}",flow,scientist,friends,"Funny, warm, spontaneous ","Quirky, easygoing, honest",yes,no,time,thoughtfulness,Sort of Agree,Sort of Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Sort of Agree,Agree,Strongly Agree,3,,3,meetfriends,INFP
ObjectId(5e3cd61eced5c268da13f5b1),female,"[""male"",""female"",""other""]",19,"{""youngest"":""19"",""oldest"":""21""}",65,latino,1,sophomore,"[""greeklife"",""otherclub""]",hotel,Hotel Administration ,mixer,ctb,afternoon,"{""sleeptime"":""12 AM"",""waketime"":""9 AM""}",flow,artist,city,"Caring, Outgoing, Quirky","Compassionate, Fun, Honest",yes,no,time,thoughtfulness,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Sort of Agree,Disagree,Sort of Agree,Disagree,Agree,Sort of Agree,Sort of Agree,Agree,Disagree,Agree,Sort of Agree,Strongly Agree,8,7,13,willsee,ESTJ
ObjectId(5e3cd628ced5c268da13f5b2),female,"[""male""]",20,"{""youngest"":""20"",""oldest"":""24""}",66,other,2,sophomore,"[""greeklife"",""ta"",""profclub"",""otherclub"",""socialclub""]",cals,"International Agriculture, Statistics, Portuguese",mixer,bubbletea,evening,"{""sleeptime"":""12:30"",""waketime"":""8:30""}",new,artist,city,"Inclusive, adventurous, passionate","Inclusive, adventurous, passionate",yes,no,time,thoughtfulness,Sort of Agree,Strongly Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Sort of Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Sort of Agree,Sort of Agree,8,5,50,willsee,ESTP
ObjectId(5e3cd65eced5c268da13f5b4),female,"[""male""]",20,"{""youngest"":""19"",""oldest"":""23""}",67,white,1,sophomore,"[""projectteam"",""socialclub"",""otherclub""]",engineering,Civil Engineering,bars,coffee,afternoon,"{""sleeptime"":""1"",""waketime"":""8""}",flow,artist,outdoor,"funny, easygoing, adventurous ",funny fun-loving and easygoing,no,no,time,humor,Sort of Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Sort of Agree,Agree,Sort of Agree,Agree,Strongly Disagree,Strongly Disagree,Sort of Agree,Sort of Agree,Strongly Agree,Agree,Strongly Agree,8,0,0,willsee,ESTP
